"name","ingredients","diet","prep_time","cook_time","flavor_profile","course","state","region"
"Poha","lemon juice","vegetarian",20,30,"spicy","snack","Maharashtra","West"
"Fara","Chana dal","vegetarian",10,60,"spicy","snack","Chhattisgarh","Central"
"Fara","whole wheat flour","vegetarian",10,60,"spicy","snack","Chhattisgarh","Central"
"Fara","arhar dal","vegetarian",10,60,"spicy","snack","Chhattisgarh","Central"
"Fara","white urad dal","vegetarian",10,60,"spicy","snack","Chhattisgarh","Central"
"Fara","garam masala powder","vegetarian",10,60,"spicy","snack","Chhattisgarh","Central"
"Kachori","Moong dal","vegetarian",30,60,"spicy","snack","Uttar Pradesh","North"
"Kachori","rava","vegetarian",30,60,"spicy","snack","Uttar Pradesh","North"
"Kachori","garam masala","vegetarian",30,60,"spicy","snack","Uttar Pradesh","North"
"Kachori","dough","vegetarian",30,60,"spicy","snack","Uttar Pradesh","North"
"Kachori","fennel seeds","vegetarian",30,60,"spicy","snack","Uttar Pradesh","North"
"Kadai paneer","Cottage cheese","vegetarian",20,30,"spicy","main course","Punjab","North"
"Kadai paneer","bell peppers","vegetarian",20,30,"spicy","main course","Punjab","North"
"Kadai paneer","gravy","vegetarian",20,30,"spicy","main course","Punjab","North"
