"name","ingredients","diet","prep_time","cook_time","flavor_profile","course","state","region"
"Kadai paneer","garam masala","vegetarian",20,30,"spicy","main course","Punjab","North"
"Kadai paneer","cashew nuts","vegetarian",20,30,"spicy","main course","Punjab","North"
"Kadhi pakoda","Besan","vegetarian",10,60,"spicy","main course","Haryana","North"
"Kadhi pakoda","garam masala powder","vegetarian",10,60,"spicy","main course","Haryana","North"
"Kadhi pakoda","gram flour","vegetarian",10,60,"spicy","main course","Haryana","North"
"Kadhi pakoda","ginger","vegetarian",10,60,"spicy","main course","Haryana","North"
"Kadhi pakoda","curry leaves","vegetarian",10,60,"spicy","main course","Haryana","North"
"Karela bharta","Bitter gourd","vegetarian",20,50,"bitter","main course","Punjab","North"
"Karela bharta","fennel","vegetarian",20,50,"bitter","main course","Punjab","North"
"Karela bharta","garam masala powder","vegetarian",20,50,"bitter","main course","Punjab","North"
"Karela bharta","chili powder","vegetarian",20,50,"bitter","main course","Punjab","North"
"Karela bharta","amchur powder","vegetarian",20,50,"bitter","main course","Punjab","North"
"Khichdi","Moong dal","vegetarian",40,20,"spicy","main course","-1","-1"
"Khichdi","green peas","vegetarian",40,20,"spicy","main course","-1","-1"
"Khichdi","ginger","vegetarian",40,20,"spicy","main course","-1","-1"
"Khichdi","tomato","vegetarian",40,20,"spicy","main course","-1","-1"
"Khichdi","green chili","vegetarian",40,20,"spicy","main course","-1","-1"
"Kofta","Paneer","vegetarian",20,40,"spicy","main course","Uttar Pradesh","North"
"Kofta","potato","vegetarian",20,40,"spicy","main course","Uttar Pradesh","North"
"Kofta","cream","vegetarian",20,40,"spicy","main course","Uttar Pradesh","North"
"Kofta","corn flour","vegetarian",20,40,"spicy","main course","Uttar Pradesh","North"
"Kofta","garam masala","vegetarian",20,40,"spicy","main course","Uttar Pradesh","North"
"Kulfi falooda","Rose syrup","vegetarian",45,25,"sweet","dessert","-1","-1"
"Kulfi falooda","falooda sev","vegetarian",45,25,"sweet","dessert","-1","-1"
"Kulfi falooda","mixed nuts","vegetarian",45,25,"sweet","dessert","-1","-1"
"Kulfi falooda","saffron","vegetarian",45,25,"sweet","dessert","-1","-1"
"Kulfi falooda","sugar","vegetarian",45,25,"sweet","dessert","-1","-1"
"Lauki ke kofte","Bottle gourd","vegetarian",20,40,"spicy","main course","Uttar Pradesh","North"
"Lauki ke kofte","garam masala powder","vegetarian",20,40,"spicy","main course","Uttar Pradesh","North"
"Lauki ke kofte","gram flour","vegetarian",20,40,"spicy","main course","Uttar Pradesh","North"
"Lauki ke kofte","ginger","vegetarian",20,40,"spicy","main course","Uttar Pradesh","North"
"Lauki ke kofte","chillies","vegetarian",20,40,"spicy","main course","Uttar Pradesh","North"
"Lauki ki subji","Bottle gourd","vegetarian",10,20,"spicy","main course","-1","-1"
"Lauki ki subji","coconut oil","vegetarian",10,20,"spicy","main course","-1","-1"
"Lauki ki subji","garam masala","vegetarian",10,20,"spicy","main course","-1","-1"
"Lauki ki subji","ginger","vegetarian",10,20,"spicy","main course","-1","-1"
"Lauki ki subji","green chillies","vegetarian",10,20,"spicy","main course","-1","-1"
"Litti chokha","Wheat flour","vegetarian",45,60,"spicy","main course","Bihar","North"
"Litti chokha","roasted gram flour","vegetarian",45,60,"spicy","main course","Bihar","North"
"Litti chokha","tomato","vegetarian",45,60,"spicy","main course","Bihar","North"
"Litti chokha","nigella seeds","vegetarian",45,60,"spicy","main course","Bihar","North"
"Litti chokha","chilli","vegetarian",45,60,"spicy","main course","Bihar","North"
"Makki di roti sarson da saag","Palak","vegetarian",25,30,"spicy","main course","Punjab","North"
"Makki di roti sarson da saag","makki atta","vegetarian",25,30,"spicy","main course","Punjab","North"
"Makki di roti sarson da saag","mustard green","vegetarian",25,30,"spicy","main course","Punjab","North"
"Makki di roti sarson da saag","garam masala","vegetarian",25,30,"spicy","main course","Punjab","North"
"Makki di roti sarson da saag","ginger","vegetarian",25,30,"spicy","main course","Punjab","North"
"Misi roti","Whole wheat flour","vegetarian",30,30,"spicy","main course","Punjab","North"
"Misi roti","chickpea flour","vegetarian",30,30,"spicy","main course","Punjab","North"
"Misi roti","green chilies","vegetarian",30,30,"spicy","main course","Punjab","North"
"Mushroom do pyaza","Mushroom","vegetarian",10,30,"spicy","main course","Punjab","North"
"Mushroom do pyaza","malai","vegetarian",10,30,"spicy","main course","Punjab","North"
"Mushroom do pyaza","garam masala","vegetarian",10,30,"spicy","main course","Punjab","North"
"Mushroom do pyaza","ginger","vegetarian",10,30,"spicy","main course","Punjab","North"
"Mushroom do pyaza","capsicum","vegetarian",10,30,"spicy","main course","Punjab","North"
"Mushroom matar","Canned coconut milk","vegetarian",10,30,"spicy","main course","Punjab","North"
"Mushroom matar","frozen green peas","vegetarian",10,30,"spicy","main course","Punjab","North"
"Mushroom matar","wild mushrooms","vegetarian",10,30,"spicy","main course","Punjab","North"
"Mushroom matar","garam masala","vegetarian",10,30,"spicy","main course","Punjab","North"
"Mushroom matar","tomatoes","vegetarian",10,30,"spicy","main course","Punjab","North"
"Naan","Whole wheat flour","vegetarian",60,30,"-1","main course","Punjab","North"
"Naan","honey","vegetarian",60,30,"-1","main course","Punjab","North"
"Naan","butter","vegetarian",60,30,"-1","main course","Punjab","North"
"Naan","garlic","vegetarian",60,30,"-1","main course","Punjab","North"
"Navrattan korma","Green beans","vegetarian",25,40,"spicy","main course","Uttar Pradesh","North"
"Navrattan korma","potatoes","vegetarian",25,40,"spicy","main course","Uttar Pradesh","North"
"Navrattan korma","khus khus","vegetarian",25,40,"spicy","main course","Uttar Pradesh","North"
"Navrattan korma","low fat","vegetarian",25,40,"spicy","main course","Uttar Pradesh","North"
"Navrattan korma","garam masala powder","vegetarian",25,40,"spicy","main course","Uttar Pradesh","North"
"Palak paneer","Cottage cheese","vegetarian",20,40,"spicy","main course","Punjab","North"
"Palak paneer","palak","vegetarian",20,40,"spicy","main course","Punjab","North"
"Palak paneer","cream","vegetarian",20,40,"spicy","main course","Punjab","North"
"Palak paneer","garam masala","vegetarian",20,40,"spicy","main course","Punjab","North"
"Palak paneer","butter","vegetarian",20,40,"spicy","main course","Punjab","North"
"Paneer butter masala","Paneer","vegetarian",20,40,"spicy","main course","Punjab","North"
"Paneer butter masala","whipping cream","vegetarian",20,40,"spicy","main course","Punjab","North"
"Paneer butter masala","garam masala","vegetarian",20,40,"spicy","main course","Punjab","North"
"Paneer butter masala","cashew nuts","vegetarian",20,40,"spicy","main course","Punjab","North"
"Paneer butter masala","butter","vegetarian",20,40,"spicy","main course","Punjab","North"
"Paneer tikka masala","Paneer","vegetarian",20,40,"spicy","main course","Punjab","North"
"Paneer tikka masala","greek yogurt","vegetarian",20,40,"spicy","main course","Punjab","North"
"Paneer tikka masala","tandoori masala","vegetarian",20,40,"spicy","main course","Punjab","North"
"Paneer tikka masala","cream","vegetarian",20,40,"spicy","main course","Punjab","North"
"Paneer tikka masala","bell pepper","vegetarian",20,40,"spicy","main course","Punjab","North"
"Pani puri","Kala chana","vegetarian",15,2,"spicy","snack","-1","-1"
"Pani puri","mashed potato","vegetarian",15,2,"spicy","snack","-1","-1"
"Pani puri","boondi","vegetarian",15,2,"spicy","snack","-1","-1"
"Pani puri","sev","vegetarian",15,2,"spicy","snack","-1","-1"
"Pani puri","lemon","vegetarian",15,2,"spicy","snack","-1","-1"
"Panjeeri","Whole wheat flour","vegetarian",10,25,"sweet","dessert","Uttar Pradesh",""
"Panjeeri","musk melon seeds","vegetarian",10,25,"sweet","dessert","Uttar Pradesh",""
"Panjeeri","poppy seeds","vegetarian",10,25,"sweet","dessert","Uttar Pradesh",""
"Panjeeri","edible gum","vegetarian",10,25,"sweet","dessert","Uttar Pradesh",""
"Panjeeri","semolina","vegetarian",10,25,"sweet","dessert","Uttar Pradesh",""
"Papad","Urad dal","vegetarian",5,5,"spicy","snack","-1","-1"
"Papad","sev","vegetarian",5,5,"spicy","snack","-1","-1"
"Papad","lemon juice","vegetarian",5,5,"spicy","snack","-1","-1"
"Papad","chopped tomatoes","vegetarian",5,5,"spicy","snack","-1","-1"
"Paratha","Wheat flour","vegetarian",15,45,"spicy","main course","Punjab","North"
"Paratha","butter","vegetarian",15,45,"spicy","main course","Punjab","North"
"Paratha","potato","vegetarian",15,45,"spicy","main course","Punjab","North"
"Paratha","coriander","vegetarian",15,45,"spicy","main course","Punjab","North"
"Pattor","Arbi ke patte","vegetarian",10,30,"spicy","main course","Rajasthan","West"
"Pattor","sesame seeds","vegetarian",10,30,"spicy","main course","Rajasthan","West"
"Pattor","gur","vegetarian",10,30,"spicy","main course","Rajasthan","West"
"Pattor","bengal gram flour","vegetarian",10,30,"spicy","main course","Rajasthan","West"
"Pattor","imli","vegetarian",10,30,"spicy","main course","Rajasthan","West"
"Pindi chana","Fennel","vegetarian",500,120,"spicy","main course","Punjab","North"
"Pindi chana","tea bags","vegetarian",500,120,"spicy","main course","Punjab","North"
"Pindi chana","tomato","vegetarian",500,120,"spicy","main course","Punjab","North"
"Pindi chana","kasuri methi","vegetarian",500,120,"spicy","main course","Punjab","North"
"Pindi chana","cinnamon","vegetarian",500,120,"spicy","main course","Punjab","North"
"Rajma chaval","Red kidney beans","vegetarian",15,90,"spicy","main course","-1","North"
"Rajma chaval","garam masala powder","vegetarian",15,90,"spicy","main course","-1","North"
"Rajma chaval","ginger","vegetarian",15,90,"spicy","main course","-1","North"
"Rajma chaval","tomato","vegetarian",15,90,"spicy","main course","-1","North"
"Rajma chaval","mustard oil","vegetarian",15,90,"spicy","main course","-1","North"
"Rongi","Garam masala powder","vegetarian",10,30,"-1","main course","Punjab","North"
"Rongi","tomato","vegetarian",10,30,"-1","main course","Punjab","North"
"Rongi","kasuri methi","vegetarian",10,30,"-1","main course","Punjab","North"
"Rongi","cinnamon","vegetarian",10,30,"-1","main course","Punjab","North"
"Rongi","mustard oil","vegetarian",10,30,"-1","main course","Punjab","North"
"Samosa","Potatoes","vegetarian",30,30,"spicy","snack","-1","-1"
"Samosa","green peas","vegetarian",30,30,"spicy","snack","-1","-1"
"Samosa","garam masala","vegetarian",30,30,"spicy","snack","-1","-1"
"Samosa","ginger","vegetarian",30,30,"spicy","snack","-1","-1"
"Samosa","dough","vegetarian",30,30,"spicy","snack","-1","-1"
"Sattu ki roti","Sattu","vegetarian",10,20,"spicy","main course","Bihar","North"
"Sattu ki roti","atta","vegetarian",10,20,"spicy","main course","Bihar","North"
"Sattu ki roti","dough","vegetarian",10,20,"spicy","main course","Bihar","North"
"Sattu ki roti","filling","vegetarian",10,20,"spicy","main course","Bihar","North"
"Sattu ki roti","mustard oil","vegetarian",10,20,"spicy","main course","Bihar","North"
"Shahi paneer","Cottage cheese","vegetarian",20,40,"spicy","main course","Punjab","North"
"Shahi paneer","malai","vegetarian",20,40,"spicy","main course","Punjab","North"
"Shahi paneer","garam masala","vegetarian",20,40,"spicy","main course","Punjab","North"
"Shahi paneer","ginger","vegetarian",20,40,"spicy","main course","Punjab","North"
"Shahi paneer","tomato","vegetarian",20,40,"spicy","main course","Punjab","North"
"Shahi tukra","Rose water","vegetarian",10,30,"sweet","dessert","Telangana","South"
"Shahi tukra","milk","vegetarian",10,30,"sweet","dessert","Telangana","South"
"Shahi tukra","white bread slices","vegetarian",10,30,"sweet","dessert","Telangana","South"
"Shahi tukra","saffron","vegetarian",10,30,"sweet","dessert","Telangana","South"
"Shahi tukra","almonds","vegetarian",10,30,"sweet","dessert","Telangana","South"
"Vegetable jalfrezi","Baby corn","vegetarian",10,30,"spicy","main course","Punjab","North"
"Vegetable jalfrezi","french beans","vegetarian",10,30,"spicy","main course","Punjab","North"
"Vegetable jalfrezi","garam masala","vegetarian",10,30,"spicy","main course","Punjab","North"
"Vegetable jalfrezi","ginger","vegetarian",10,30,"spicy","main course","Punjab","North"
"Vegetable jalfrezi","carrot","vegetarian",10,30,"spicy","main course","Punjab","North"
"Tandoori Chicken","Greek yogurt","non vegetarian",240,30,"spicy","main course","Punjab","North"
"Tandoori Chicken","garam masala","non vegetarian",240,30,"spicy","main course","Punjab","North"
"Tandoori Chicken","kasuri methi","non vegetarian",240,30,"spicy","main course","Punjab","North"
"Tandoori Chicken","marinade","non vegetarian",240,30,"spicy","main course","Punjab","North"
"Tandoori Chicken","mustard oil","non vegetarian",240,30,"spicy","main course","Punjab","North"
"Tandoori Fish Tikka","Chickpea flour","non vegetarian",240,30,"spicy","starter","Punjab","North"
"Tandoori Fish Tikka","biryani masala powder","non vegetarian",240,30,"spicy","starter","Punjab","North"
"Tandoori Fish Tikka","yogurt","non vegetarian",240,30,"spicy","starter","Punjab","North"
"Tandoori Fish Tikka","fish fillets","non vegetarian",240,30,"spicy","starter","Punjab","North"
"Tandoori Fish Tikka","green bell pepper","non vegetarian",240,30,"spicy","starter","Punjab","North"
"Attu","Whole wheat flour","vegetarian",150,25,"spicy","snack","Andhra Pradesh","South"
"Attu","arhar dal","vegetarian",150,25,"spicy","snack","Andhra Pradesh","South"
"Attu","ginger","vegetarian",150,25,"spicy","snack","Andhra Pradesh","South"
"Attu","kala jeera","vegetarian",150,25,"spicy","snack","Andhra Pradesh","South"
"Attu","green chilli","vegetarian",150,25,"spicy","snack","Andhra Pradesh","South"
"Avial","Raw banana","vegetarian",30,45,"spicy","main course","Kerala","South"
"Avial","elephant foot yam","vegetarian",30,45,"spicy","main course","Kerala","South"
"Avial","long beans","vegetarian",30,45,"spicy","main course","Kerala","South"
"Avial","tindora","vegetarian",30,45,"spicy","main course","Kerala","South"
"Avial","urad dal","vegetarian",30,45,"spicy","main course","Kerala","South"
"Bisi bele bath","Split pigeon peas","vegetarian",30,45,"spicy","main course","Karnataka","South"
"Bisi bele bath","chana dal","vegetarian",30,45,"spicy","main course","Karnataka","South"
"Bisi bele bath","urad dal","vegetarian",30,45,"spicy","main course","Karnataka","South"
"Bisi bele bath","green peas","vegetarian",30,45,"spicy","main course","Karnataka","South"
"Bisi bele bath","french beans","vegetarian",30,45,"spicy","main course","Karnataka","South"
"Currivepillai sadam ","Chana dal","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Currivepillai sadam ","urad dal","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Currivepillai sadam ","fresh coconut","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Currivepillai sadam ","sesame seeds","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Currivepillai sadam ","curry leaves","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Dosa","Chana dal","vegetarian",360,90,"spicy","snack","-1","South"
"Dosa","urad dal","vegetarian",360,90,"spicy","snack","-1","South"
"Dosa","whole urad dal","vegetarian",360,90,"spicy","snack","-1","South"
"Dosa","blend rice","vegetarian",360,90,"spicy","snack","-1","South"
"Dosa","rock salt","vegetarian",360,90,"spicy","snack","-1","South"
"Idiappam","Rice flour","vegetarian",120,30,"spicy","snack","Tamil Nadu","South"
"Idiappam","hot water","vegetarian",120,30,"spicy","snack","Tamil Nadu","South"
"Idiappam","grated coconut","vegetarian",120,30,"spicy","snack","Tamil Nadu","South"
"Idli","Split urad dal","vegetarian",360,90,"spicy","snack","-1","South"
"Idli","urad dal","vegetarian",360,90,"spicy","snack","-1","South"
"Idli","idli rice","vegetarian",360,90,"spicy","snack","-1","South"
"Idli","thick poha","vegetarian",360,90,"spicy","snack","-1","South"
"Idli","rock salt","vegetarian",360,90,"spicy","snack","-1","South"
"Kanji","Carrot","vegetarian",10,45,"-1","snack","Kerala","South"
"Kanji","yellow mustard","vegetarian",10,45,"-1","snack","Kerala","South"
"Kanji","red chilli","vegetarian",10,45,"-1","snack","Kerala","South"
"Kanji","black salt","vegetarian",10,45,"-1","snack","Kerala","South"
"Kaara kozhambu","Sesame oil","vegetarian",-1,-1,"spicy","main course","Tamil Nadu","South"
"Kaara kozhambu","drumstick","vegetarian",-1,-1,"spicy","main course","Tamil Nadu","South"
"Kaara kozhambu","tamarind paste","vegetarian",-1,-1,"spicy","main course","Tamil Nadu","South"
"Kaara kozhambu","sambar powder","vegetarian",-1,-1,"spicy","main course","Tamil Nadu","South"
"Kaara kozhambu","tomato","vegetarian",-1,-1,"spicy","main course","Tamil Nadu","South"
"Keerai kootu","Moong dal","vegetarian",20,30,"spicy","main course","Tamil Nadu","South"
"Keerai kootu","chana dal","vegetarian",20,30,"spicy","main course","Tamil Nadu","South"
"Keerai kootu","spinach","vegetarian",20,30,"spicy","main course","Tamil Nadu","South"
"Keerai kootu","urad dal","vegetarian",20,30,"spicy","main course","Tamil Nadu","South"
"Keerai kootu","coconut oil","vegetarian",20,30,"spicy","main course","Tamil Nadu","South"
"Keerai masiyal","Urad dal","vegetarian",-1,-1,"spicy","main course","Tamil Nadu","South"
"Keerai masiyal","curry leaves","vegetarian",-1,-1,"spicy","main course","Tamil Nadu","South"
"Keerai masiyal","sugar","vegetarian",-1,-1,"spicy","main course","Tamil Nadu","South"
"Keerai masiyal","mustard seeds","vegetarian",-1,-1,"spicy","main course","Tamil Nadu","South"
"Keerai masiyal","spinach","vegetarian",-1,-1,"spicy","main course","Tamil Nadu","South"
"Keerai sadam","Greens","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Keerai sadam","tomato","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Keerai sadam","mustard seeds","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Keerai sadam","fenugreek seeds","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Keerai poriyal","Amaranth leaves","vegetarian",20,30,"spicy","main course","Tamil Nadu","South"
"Keerai poriyal","split urad dal","vegetarian",20,30,"spicy","main course","Tamil Nadu","South"
"Keerai poriyal","mustard seeds","vegetarian",20,30,"spicy","main course","Tamil Nadu","South"
"Keerai poriyal","grated coconut","vegetarian",20,30,"spicy","main course","Tamil Nadu","South"
"Keerai poriyal","red chili","vegetarian",20,30,"spicy","main course","Tamil Nadu","South"
"Beef Fry","Beef","non vegetarian",10,60,"spicy","main course","Kerala","South"
"Beef Fry","coconut","non vegetarian",10,60,"spicy","main course","Kerala","South"
"Beef Fry","garam masala","non vegetarian",10,60,"spicy","main course","Kerala","South"
"Beef Fry","curry leaves","non vegetarian",10,60,"spicy","main course","Kerala","South"
"Beef Fry","green chilies","non vegetarian",10,60,"spicy","main course","Kerala","South"
"Beef Fry","chili powder","non vegetarian",10,60,"spicy","main course","Kerala","South"
"Kootu","Chana dal","vegetarian",10,15,"spicy","main course","Tamil Nadu","South"
"Kootu","urad dal","vegetarian",10,15,"spicy","main course","Tamil Nadu","South"
"Kootu","potato","vegetarian",10,15,"spicy","main course","Tamil Nadu","South"
"Kootu","beans","vegetarian",10,15,"spicy","main course","Tamil Nadu","South"
"Kootu","peas","vegetarian",10,15,"spicy","main course","Tamil Nadu","South"
"Kos kootu","Moong dal","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Kos kootu","chana dal","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Kos kootu","cabbage","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Kos kootu","tamarind","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Kos kootu","curry leaves","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Koshambri","Moong dal","vegetarian",10,20,"spicy","main course","Karnataka","South"
"Koshambri","cucumber","vegetarian",10,20,"spicy","main course","Karnataka","South"
"Koshambri","curry leaves","vegetarian",10,20,"spicy","main course","Karnataka","South"
"Koshambri","green chili","vegetarian",10,20,"spicy","main course","Karnataka","South"
"Koshambri","lemon juice","vegetarian",10,20,"spicy","main course","Karnataka","South"
"Kothamali sadam","Chana dal","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Kothamali sadam","urad dal","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Kothamali sadam","gooseberry","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Kothamali sadam","raw rice","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Kothamali sadam","curry leaves","vegetarian",10,20,"spicy","main course","Tamil Nadu","South"
"Kuzhakkattai","Sesame oil","vegetarian",10,90,"spicy","main course","Tamil Nadu","South"
"Kuzhakkattai","raw rice","vegetarian",10,90,"spicy","main course","Tamil Nadu","South"
"Kuzhakkattai","jaggery","vegetarian",10,90,"spicy","main course","Tamil Nadu","South"
"Kuzhakkattai","grated coconut","vegetarian",10,90,"spicy","main course","Tamil Nadu","South"
"Kuzhambu","Pearl onions","vegetarian",5,30,"spicy","main course","Tamil Nadu","South"
"Kuzhambu","urad dal","vegetarian",5,30,"spicy","main course","Tamil Nadu","South"
"Kuzhambu","drumsticks","vegetarian",5,30,"spicy","main course","Tamil Nadu","South"
"Kuzhambu","tomato","vegetarian",5,30,"spicy","main course","Tamil Nadu","South"
"Kuzhambu","curry leaves","vegetarian",5,30,"spicy","main course","Tamil Nadu","South"
"Masala Dosa","Chana dal","vegetarian",360,90,"spicy","snack","-1","South"
"Masala Dosa","urad dal","vegetarian",360,90,"spicy","snack","-1","South"
"Masala Dosa","potatoes","vegetarian",360,90,"spicy","snack","-1","South"
"Masala Dosa","idli rice","vegetarian",360,90,"spicy","snack","-1","South"
"Masala Dosa","thick poha","vegetarian",360,90,"spicy","snack","-1","South"
"Pachadi","Coconut oil","vegetarian",10,25,"-1","main course","-1","South"
"Pachadi","cucumber","vegetarian",10,25,"-1","main course","-1","South"
"Pachadi","curd","vegetarian",10,25,"-1","main course","-1","South"
"Pachadi","curry leaves","vegetarian",10,25,"-1","main course","-1","South"
"Pachadi","mustard seeds","vegetarian",10,25,"-1","main course","-1","South"
"Paniyaram","Yogurt","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Paniyaram","ginger","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Paniyaram","curry leaves","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Paniyaram","baking soda","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Paniyaram","green chilli","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Papadum","Lentils","vegetarian",5,5,"spicy","snack","Kerala","South"
"Papadum","black pepper","vegetarian",5,5,"spicy","snack","Kerala","South"
"Papadum","vegetable oil","vegetarian",5,5,"spicy","snack","Kerala","South"
"Paravannam","Raw rice","vegetarian",-1,-1,"spicy","main course","Kerala","South"
"Paravannam"," jaggery","vegetarian",-1,-1,"spicy","main course","Kerala","South"
"Paravannam","milk","vegetarian",-1,-1,"spicy","main course","Kerala","South"
"Payasam","Rice","vegetarian",15,30,"sweet","dessert","-1","South"
"Payasam","cashew nuts","vegetarian",15,30,"sweet","dessert","-1","South"
"Payasam","milk","vegetarian",15,30,"sweet","dessert","-1","South"
"Payasam","raisins","vegetarian",15,30,"sweet","dessert","-1","South"
"Payasam","sugar","vegetarian",15,30,"sweet","dessert","-1","South"
"Paruppu sadam","Arhar dal","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Paruppu sadam","sambar powder","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Paruppu sadam","tomato","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Paruppu sadam","curry leaves","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Paruppu sadam","fennel seeds","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Pesarattu","Green moong beans","vegetarian",120,20,"spicy","snack","Andhra Pradesh","South"
"Pesarattu","rice flour","vegetarian",120,20,"spicy","snack","Andhra Pradesh","South"
"Poriyal","Chana dal","vegetarian",-1,-1,"spicy","main course","Tamil Nadu","South"
"Poriyal","urad dal","vegetarian",-1,-1,"spicy","main course","Tamil Nadu","South"
"Poriyal","beans","vegetarian",-1,-1,"spicy","main course","Tamil Nadu","South"
"Poriyal","coconut","vegetarian",-1,-1,"spicy","main course","Tamil Nadu","South"
"Poriyal","mustard","vegetarian",-1,-1,"spicy","main course","Tamil Nadu","South"
"Puli sadam","Urad dal","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Puli sadam","lemon","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Puli sadam","tamarind","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Puli sadam","cooked rice","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Puli sadam","curry leaves","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Rasam","Tomato","vegetarian",10,35,"spicy","main course","-1","South"
"Rasam","curry leaves","vegetarian",10,35,"spicy","main course","-1","South"
"Rasam","garlic","vegetarian",10,35,"spicy","main course","-1","South"
"Rasam","mustard seeds","vegetarian",10,35,"spicy","main course","-1","South"
"Rasam","hot water","vegetarian",10,35,"spicy","main course","-1","South"
"Puttu","Brown rice flour","vegetarian",495,40,"-1","main course","Kerala","South"
"Puttu","sugar","vegetarian",495,40,"-1","main course","Kerala","South"
"Puttu","grated coconut","vegetarian",495,40,"-1","main course","Kerala","South"
"Sambar","Pigeon peas","vegetarian",20,45,"spicy","main course","-1","South"
"Sambar","eggplant","vegetarian",20,45,"spicy","main course","-1","South"
"Sambar","drumsticks","vegetarian",20,45,"spicy","main course","-1","South"
"Sambar","sambar powder","vegetarian",20,45,"spicy","main course","-1","South"
"Sambar","tamarind","vegetarian",20,45,"spicy","main course","-1","South"
"Sandige","Thin rice flakes","vegetarian",120,60,"-1","main course","Karnataka","South"
"Sandige","black sesame seeds","vegetarian",120,60,"-1","main course","Karnataka","South"
"Sandige","curry leaves","vegetarian",120,60,"-1","main course","Karnataka","South"
"Sevai","Sevai","vegetarian",120,30,"-1","main course","-1","South"
"Sevai","parboiled rice","vegetarian",120,30,"-1","main course","-1","South"
"Sevai","steamer","vegetarian",120,30,"-1","main course","-1","South"
"Thayir sadam","Urad dal","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Thayir sadam","curd","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Thayir sadam","sesame oil","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Thayir sadam","ginger","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Thayir sadam","curry leaves","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Thayir sadam","mustard seeds","vegetarian",10,20,"-1","main course","Tamil Nadu","South"
"Theeyal","Coconut","vegetarian",15,20,"-1","main course","Kerala","South"
"Theeyal","whole red beans","vegetarian",15,20,"-1","main course","Kerala","South"
"Theeyal","masala","vegetarian",15,20,"-1","main course","Kerala","South"
"Theeyal","sesame oil","vegetarian",15,20,"-1","main course","Kerala","South"
"Theeyal","tamarind","vegetarian",15,20,"-1","main course","Kerala","South"
"Uttapam","Chana dal","vegetarian",10,20,"spicy","snack","-1","South"
"Uttapam","urad dal","vegetarian",10,20,"spicy","snack","-1","South"
"Uttapam","thick poha","vegetarian",10,20,"spicy","snack","-1","South"
"Uttapam","tomato","vegetarian",10,20,"spicy","snack","-1","South"
"Uttapam","butter","vegetarian",10,20,"spicy","snack","-1","South"
"Vada","Urad dal","vegetarian",15,20,"spicy","snack","-1","South"
"Vada","ginger","vegetarian",15,20,"spicy","snack","-1","South"
"Vada","curry leaves","vegetarian",15,20,"spicy","snack","-1","South"
"Vada","green chilies","vegetarian",15,20,"spicy","snack","-1","South"
"Vada","black pepper","vegetarian",15,20,"spicy","snack","-1","South"
"Chicken Varuval","Meat curry powder","non vegetarian",10,35,"spicy","main course","Tamil Nadu","South"
"Chicken Varuval","chicken chunks","non vegetarian",10,35,"spicy","main course","Tamil Nadu","South"
"Chicken Varuval","ginger","non vegetarian",10,35,"spicy","main course","Tamil Nadu","South"
"Chicken Varuval","tomato","non vegetarian",10,35,"spicy","main course","Tamil Nadu","South"
"Chicken Varuval","cinnamon","non vegetarian",10,35,"spicy","main course","Tamil Nadu","South"
"Upma","Chana dal","vegetarian",10,20,"spicy","snack","-1","-1"
